LocationID,BRDYEAR,mean_max_depth,max_depth,AirTemp,WaterTemp,num_egg_masses,mean_percent_sub,mean_percent_emerg,mean_percent_water,dry_year,proportion_high_water_vis,proportion_na_water_vis,Watershed,CoastalSite,yearly_rain,yearly_rain_lag,interpolated_canopy,water_flow,water_regime,WaterVis,complete_case,BRDYEAR_scaled,mean_percent_sub_scaled,mean_percent_emerg_scaled,mean_percent_water_scaled,interpolated_canopy_scaled,yearly_rain_scaled,mean_max_depth_scaled,max_depth_scaled,AirTemp_scaled,WaterTemp_scaled,yearly_rain_lag_scaled,num_egg_masses_lag
MC01,2003,1.245,1.28,14.3,9.875,53,0,20,80,FALSE,0.5,0.5,Milagra Creek,FALSE,39.8,38.79,0,lentic,seasonal,1,TRUE,-3.0283216623309954,-0.611430682470649,-0.5975838710909821,0.8623897734812643,-0.8129911935583201,0.37409633769180034,0.7209136699996482,0.176753523244385,-0.8292743818418955,-0.8744211427761702,0.34154497929776756,NA
RL02,2007,2,2,12.5,9.08,2,0,9,90,FALSE,0.5,0.2,Rodeo Lagoon,FALSE,24.29,32.29,3,lentic,perennial,0,TRUE,-2.1674080894823766,-0.611430682470649,-1.0207110376819961,1.239374774322949,-0.7235452752407847,-0.7927841129614971,2.345263591107594,1.353931988051989,-1.6042911438747862,-1.1705184475159052,-0.19067370645112883,NA
LS05,2008,1.5,1.5,14.25,11.5,18,17.5,26.25,55,FALSE,0.25,0,Laguna Salada,FALSE,31.21,47.34,16.666666666666664,lentic,perennial,1,TRUE,-1.952179696270222,0.7792216002909652,-0.35717070825517866,-0.08007272862294781,-0.31606942512756775,-0.27216433742823976,1.2695351665327952,0.5364469430467085,-0.8508026252316984,-0.2691908028993534,1.0416172505520853,NA
LS06,2008,1.1,1.3,14,12.375,1,0,1.5,98.75,FALSE,0,0.25,Laguna Salada,FALSE,31.21,47.34,5,lentic,seasonal,0,TRUE,-1.952179696270222,-0.611430682470649,-1.30920683308496,1.5692366500594235,-0.6639146630290944,-0.27216433742823976,0.4089524268729565,0.20945292504459626,-0.9584438421807109,0.05670245703431725,1.0416172505520853,NA
LS08,2008,1.47,1.75,13.6,14,4,0,0.625,99.25,FALSE,0,0.4,Laguna Salada,TRUE,31.21,47.34,0,lentic,perennial,0,TRUE,-1.952179696270222,-0.611430682470649,-1.3428646758819724,1.5880859001015075,-0.8129911935583201,-0.27216433742823976,1.2049914610583072,0.9451894655493488,-1.130669789299131,0.661932796911134,1.0416172505520853,NA
MC01,2008,1.08,1.5,12.6,11.7,61,2.2,42,57.6,FALSE,0,0,Milagra Creek,FALSE,31.21,47.34,0,lentic,seasonal,0,TRUE,-1.952179696270222,-0.43660582406633175,0.24867046209104585,0.0179433715958903,-0.8129911935583201,-0.27216433742823976,0.36592328988996453,0.5364469430467085,-1.5612346570951814,-0.19470091491451463,1.0416172505520853,NA
LS05,2009,1.06,1.4,15.975,10.6,8,2.3333333333333335,22.666666666666668,75,FALSE,1,0,Laguna Salada,FALSE,29.08,55.78,22.22222222222222,lentic,perennial,1,TRUE,-1.7369513030580674,-0.42601037810243375,-0.49500758828103925,0.6738972730604219,-0.15042883565065024,-0.4324129099550951,0.3228941529069726,0.3729499340456522,-0.10807822828351184,-0.604395298831129,1.7326827440475752,NA
LS06,2009,0.748,1.25,13.12,12.5,0,0.5,7,92.5,FALSE,0.25,0.2,Laguna Salada,FALSE,29.08,55.78,5.333333333333333,lentic,seasonal,0,TRUE,-1.7369513030580674,-0.5716977601060315,-1.097643249789453,1.3336210245333704,-0.6539762276604794,-0.4324129099550951,-0.3483603840277019,0.12770442054406814,-1.3373409258412354,0.10325863702484162,1.7326827440475752,NA
LS07,2009,1.6,1.6,14,11.25,6,0,2.5,97.5,FALSE,0.25,0.2,Laguna Salada,FALSE,29.08,55.78,0,lentic,seasonal,1,TRUE,-1.7369513030580674,-0.611430682470649,-1.2707407270312314,1.5221135249542128,-0.8129911935583201,-0.4324129099550951,1.4846808514477552,0.6999439520477647,-0.9584438421807109,-0.3623031628804021,1.7326827440475752,NA
LS08,2009,0.8433333333333333,0.85,12.98,12.4,15,0.6666666666666666,11.666666666666666,87.66666666666667,FALSE,0.6,0,Laguna Salada,TRUE,29.08,55.78,0,lentic,perennial,0,TRUE,-1.7369513030580674,-0.5584534526511589,-0.9181347548720533,1.1514116074598895,-0.8129911935583201,-0.4324129099550951,-0.14325483107544043,-0.5262836154601565,-1.397620007332682,0.06601369303242226,1.7326827440475752,NA
LS05,2010,1.2616666666666667,1.43,17,14.04,4,0.8333333333333334,49.166666666666664,50,FALSE,0.5,0,Laguna Salada,FALSE,42.65,24.29,27.77777777777778,lentic,perennial,1,TRUE,-1.5217229098459126,-0.5452091451962864,0.524344222142767,-0.26856522904379027,0.015211753826267283,0.5885134417770292,0.7567712841521413,0.42199903674596906,0.3332507612074398,0.6768307745081016,-0.845712088911309,NA
LS06,2010,0.9366666666666666,1.1,18.03333333333333,14.166666666666666,9,0.16666666666666666,1.3383333333333334,98.495,FALSE,0.6666666666666666,0,Laguna Salada,FALSE,42.65,24.29,5.666666666666667,lentic,seasonal,1,TRUE,-1.5217229098459126,-0.5981863750157764,-1.315425520230313,1.5596235325379606,-0.6440377922918642,0.5885134417770292,0.057547808178522085,-0.11754109295751591,0.7781677912633576,0.7240077035651664,-0.845712088911309,NA
LS07,2010,1.36,1.62,16.683333333333334,14.166666666666666,17,0,4.666666666666667,95.33333333333333,FALSE,0.5,0,Laguna Salada,FALSE,42.65,24.29,0,lentic,seasonal,1,TRUE,-1.5217229098459126,-0.611430682470649,-1.187397497248153,1.4404334414385143,-0.8129911935583201,0.5885134417770292,0.9683312076518519,0.732643353847976,0.19690521973869068,0.7240077035651664,-0.845712088911309,NA
LS08,2010,1.4233333333333333,1.68,17.55,13.916666666666666,10,0,12.333333333333334,87.66666666666667,FALSE,0.6666666666666666,0,Laguna Salada,TRUE,42.65,24.29,0,lentic,perennial,1,TRUE,-1.5217229098459126,-0.611430682470649,-0.8924906841695674,1.1514116074598895,-0.8129911935583201,0.5885134417770292,1.1045901414313262,0.8307415592486094,0.5700614384952678,0.6308953435841176,-0.845712088911309,NA
LS09,2010,0.964,1.2,16.916666666666668,15.366666666666667,0,0,14,86,FALSE,0.8,0.2857142857142857,Laguna Salada,FALSE,42.65,24.29,100,lotic,perennial,0,TRUE,-1.5217229098459126,-0.611430682470649,-0.8283805074133533,1.0885807739862752,2.1685394170261945,0.5885134417770292,0.11635429538861106,0.04595591604354,0.2973703555577695,1.1709470314742008,-0.845712088911309,NA
MC01,2010,0.962,1.3,16.166666666666668,13.6,68,11.666666666666666,23.833333333333332,65.83333333333333,FALSE,0,0,Milagra Creek,FALSE,42.65,24.29,0,lentic,seasonal,0,TRUE,-1.5217229098459126,0.31567083937042717,-0.45013046455168937,0.32832768895554393,-0.8129911935583201,0.5885134417770292,0.11205138169031185,0.20945292504459626,-0.02555329528926821,0.512953020941456,-0.845712088911309,NA
RC07,2010,1.2,1.2,14.75,14.025,0,5,10,85,FALSE,0.75,0,Redwood Creek,FALSE,42.65,24.29,0,lentic,perennial,1,TRUE,-1.5217229098459126,-0.21410145882447346,-0.9822449316282674,1.0508822739021066,-0.8129911935583201,0.5885134417770292,0.624098111787916,0.04595591604354,-0.6355201913336732,0.6712440329092391,-0.845712088911309,NA
RC10,2010,2,2,13.9,15.366666666666667,0,0,3.75,96.25,FALSE,0.5,0,Redwood Creek,FALSE,42.65,24.29,0,lentic,seasonal,1,TRUE,-1.5217229098459126,-0.611430682470649,-1.2226580944640708,1.4749903998490022,-0.8129911935583201,0.5885134417770292,2.345263591107594,1.353931988051989,-1.0015003289603157,1.1709470314742008,-0.845712088911309,NA
RL02,2010,2.2,2.5,14.799999999999999,12.05,8,30,20,50,FALSE,0.5,0,Rodeo Lagoon,FALSE,42.65,24.29,3,lentic,perennial,1,TRUE,-1.5217229098459126,1.772544659406404,-0.5975838710909821,-0.26856522904379027,-0.7235452752407847,0.5885134417770292,2.7755549609375136,2.1714170330572697,-0.6139919479438711,-0.06434361094104586,-0.845712088911309,NA
WG01,2010,0.275,0.3,14.7,15.775,0,13.75,15,71.25,FALSE,0.5,0,Wilkins Gulch,TRUE,42.65,24.29,33.529411764705884,lentic,seasonal,0,TRUE,-1.5217229098459126,0.48122468255633366,-0.7899144013596248,0.53252789774479,0.18669848175531129,0.5885134417770292,-1.3659994736754613,-1.425517164965965,-0.6570484347234761,1.3230305527765802,-0.845712088911309,NA
LS05,2011,1.308,1.4,16.756666666666668,9.75,1,1.6666666666666667,51.666666666666664,43.333333333333336,FALSE,0.3333333333333333,0,Laguna Salada,FALSE,50.91,31.21,33.33333333333333,lentic,perennial,0,TRUE,-1.306494516633758,-0.4789876079219238,0.6205094872770883,-0.5198885629382467,0.1808523433031846,1.2099468732661482,0.8564554514960727,0.3729499340456522,0.22847997671040138,-0.9209773227666945,-0.279103888083253,18
LS06,2011,1.14,1.5,16.34,10.25,21,2,9,89,FALSE,0.4,0.16666666666666666,Laguna Salada,FALSE,50.91,31.21,6,lentic,seasonal,1,TRUE,-1.306494516633758,-0.4524989930121788,-1.0207110376819961,1.2016762742387808,-0.6340993569232493,1.2099468732661482,0.49501070083894005,0.5364469430467085,0.04907794846204659,-0.7347526028045971,-0.279103888083253,1
LS08,2011,1.2200000000000002,1.37,16.08,10.325,65,1,34,65,FALSE,0.4,0.16666666666666666,Laguna Salada,TRUE,50.91,31.21,0,lentic,perennial,0,TRUE,-1.306494516633758,-0.5319648377414139,-0.05905838633878249,0.296912272218737,-0.8129911935583201,1.2099468732661482,0.6671272487709085,0.32390083134533565,-0.06286891716492714,-0.7068188948102827,-0.279103888083253,4
LS09,2011,0.984,1.19,17.692,13.75,1,0,12,88,FALSE,1,0.16666666666666666,Laguna Salada,FALSE,50.91,31.21,100,lotic,perennial,1,TRUE,-1.306494516633758,-0.611430682470649,-0.9053127195208104,1.1639777741546122,2.1685394170261945,1.2099468732661482,0.15938343237160305,0.029606215143434367,0.6312016497223066,0.5688204369300853,-0.279103888083253,NA
MC01,2011,1.0683333333333334,1.75,11.9,9,51,16.666666666666668,40,53.333333333333336,FALSE,0,0,Milagra Creek,FALSE,50.91,31.21,0,lentic,seasonal,0,TRUE,-1.306494516633758,0.7130000630166028,0.17173824998358875,-0.14290356209656185,-0.8129911935583201,1.2099468732661482,0.34082295998321915,0.9451894655493488,-1.8626300645524163,-1.200314402709841,-0.279103888083253,53
RC10,2011,1.6533333333333333,1.82,7.566666666666666,7.15,0,10,15,75,FALSE,1,0,Redwood Creek,FALSE,50.91,31.21,0,lentic,seasonal,1,TRUE,-1.306494516633758,0.18322776482170205,-0.7899144013596248,0.6738972730604219,-0.8129911935583201,1.2099468732661482,1.5994252167357335,1.0596373718500882,-3.728411158335301,-1.8893458665696015,-0.279103888083253,NA
RL02,2011,2.1,2.1,13.25,8.266666666666666,25,25,15,60,FALSE,0.6,0,Rodeo Lagoon,FALSE,50.91,31.21,3.5,lentic,perennial,1,TRUE,-1.306494516633758,1.3752154357602284,-0.7899144013596248,0.10841977179789461,-0.7086376221878621,1.2099468732661482,2.5604092760225536,1.5174289970530455,-1.2813674930277485,-1.4734439919875841,-0.279103888083253,NA
LS01,2012,0.58,0.58,15.0875,12.261538461538462,55,5,65,50,FALSE,0.5,0.8823529411764706,Laguna Salada,TRUE,28.01,29.08,0,lentic,perennial,1,TRUE,-1.0912661234216032,-0.21410145882447346,1.1333909013268022,-0.26856522904379027,-0.8129911935583201,-0.5129133665765667,-0.7098051346848343,-0.967725539763008,-0.4902045484525061,0.014443770581380055,-0.4535078574132762,NA
LS05,2012,1.152,1.29,17.225,10.75,6,3.2,23.8,62,FALSE,0.8,0,Laguna Salada,FALSE,28.01,29.08,38.88888888888889,lentic,perennial,1,TRUE,-1.0912661234216032,-0.3571399793370966,-0.4514126680868136,0.18381677196623158,0.34649293278010235,-0.5129133665765667,0.5208281830287352,0.19310322414449063,0.4301278564615517,-0.5485278828424996,-0.4535078574132762,8
LS06,2012,1.0939999999999999,2.3,16.725,12.35,11,9.4,7,87,FALSE,0.4,0.16666666666666666,Laguna Salada,FALSE,28.01,29.08,6.333333333333333,lentic,seasonal,0,TRUE,-1.0912661234216032,0.135548257984161,-1.097643249789453,1.1262792740704437,-0.6241609215546342,-0.5129133665765667,0.3960436857780585,1.8444230150551573,0.21484542256352662,0.04739122103621224,-0.4535078574132762,0
LS07,2012,1.11,1.6,17.1,12.75,84,0,21.25,78.75,FALSE,0.4,0,Laguna Salada,FALSE,28.01,29.08,0,lentic,seasonal,0,TRUE,-1.0912661234216032,-0.611430682470649,-0.5495012385238214,0.8152666483760537,-0.8129911935583201,-0.5129133665765667,0.43046699536445254,0.6999439520477647,0.37630724798704546,0.19637099700589036,-0.4535078574132762,NA
LS08,2012,1.4649999999999999,1.68,15.925,12.5,22,0,25,75,FALSE,0.2,0,Laguna Salada,TRUE,28.01,29.08,0,lentic,perennial,0,TRUE,-1.0912661234216032,-0.611430682470649,-0.4052533408223394,0.6738972730604219,-0.8129911935583201,-0.5129133665765667,1.194234176812559,0.8307415592486094,-0.1296064716733139,0.10325863702484162,-0.4535078574132762,15
LS09,2012,1.044,1.7,16.85,14.25,0,0,19,81,FALSE,1,0.2,Laguna Salada,FALSE,28.01,29.08,100,lotic,perennial,1,TRUE,-1.0912661234216032,-0.611430682470649,-0.6360499771447106,0.9000882735654328,2.1685394170261945,-0.5129133665765667,0.288470843320579,0.8634409610488206,0.2686660310380329,0.7550451568921829,-0.4535078574132762,NA
MC01,2012,0.39499999999999996,0.7,17.8,12,43,10,32.5,67.5,FALSE,0,0.5,Milagra Creek,FALSE,28.01,29.08,0,lentic,seasonal,0,TRUE,-1.0912661234216032,0.18322776482170205,-0.1167575454193753,0.3911585224291582,-0.8129911935583201,-0.5129133665765667,-1.1078246517775097,-0.7715291289617406,0.6777026554442803,-0.08296608293725587,-0.4535078574132762,61
RC07,2012,0.7975,0.9,15.08,10.4,4,3,44,53,FALSE,1,0,Redwood Creek,FALSE,28.01,29.08,0,lentic,perennial,1,TRUE,-1.0912661234216032,-0.37303314828294365,0.3256026741985029,-0.1554697287912848,-0.8129911935583201,-0.5129133665765667,-0.24186326999479685,-0.4445351109596283,-0.4934337849609766,-0.6788851868159678,-0.4535078574132762,NA
RC10,2012,1.144,1.86,15.5,13.78,1,8,22,70,FALSE,1,0.2,Redwood Creek,FALSE,28.01,29.08,0,lentic,seasonal,1,TRUE,-1.0912661234216032,0.02429607536323184,-0.520651658983525,0.48540477263957943,-0.8129911935583201,-0.5129133665765667,0.5036165282355384,1.1250361754505107,-0.31259654048663554,0.5799939201278109,-0.4535078574132762,NA
RC11,2012,1.025,1.5,15.8,14.36,0,11,13,76,FALSE,1,0,Redwood Creek,FALSE,28.01,29.08,5.833333333333333,lentic,seasonal,1,TRUE,-1.0912661234216032,0.2626936095509371,-0.8668466134670818,0.7115957731445903,-0.6390685746075568,-0.5129133665765667,0.24759316318673635,0.5364469430467085,-0.18342708014782017,0.7960145952838441,-0.4535078574132762,NA
RC13,2012,0.73,0.82,15.75,14,0,0.3333333333333333,0.3333333333333333,65,FALSE,1,0,Redwood Creek,FALSE,28.01,29.08,0,lentic,perennial,1,TRUE,-1.0912661234216032,-0.5849420675609039,-1.35408395681431,0.296912272218737,-0.8129911935583201,-0.5129133665765667,-0.3870866073123947,-0.5753327181604733,-0.204955323537623,0.661932796911134,-0.4535078574132762,NA
RL02,2012,1.2966666666666666,1.5,17.7,12.25,9,22,22,56,FALSE,0.8333333333333334,0,Rodeo Lagoon,FALSE,28.01,29.08,4,lentic,perennial,1,TRUE,-1.0912661234216032,1.1368179015725233,-0.520651658983525,-0.042374228538779334,-0.6937299691349396,-0.5129133665765667,0.832072273872377,0.5364469430467085,0.6346461686646747,0.010146277043792874,-0.4535078574132762,2
RL04,2012,1.3225,2.59,15.75,14.125,0,3.3333333333333335,25,71.66666666666667,FALSE,0,0,Rodeo Lagoon,TRUE,28.01,29.08,0,lentic,perennial,0,TRUE,-1.0912661234216032,-0.3465445333731987,-0.4052533408223394,0.5482356061131938,-0.8129911935583201,-0.5129133665765667,0.8876515758087418,2.31856434115822,-0.204955323537623,0.7084889769016585,-0.4535078574132762,NA
TV02,2012,1.5,1.5,17.125,11.625,0,15,18.333333333333332,66.66666666666667,FALSE,1,0,Tennessee Valley,FALSE,28.01,29.08,2,lentic,perennial,1,TRUE,-1.0912661234216032,0.5805569884678775,-0.6616940478471963,0.35974310569235135,-0.7533605813466298,-0.5129133665765667,1.2695351665327952,0.5364469430467085,0.3870713696819461,-0.222634622908829,-0.4535078574132762,NA
WG01,2012,0.29333333333333333,0.34,19.333333333333332,15.666666666666666,0,21.666666666666668,25,53.333333333333336,FALSE,0,0,Wilkins Gulch,TRUE,28.01,29.08,32.94117647058823,lentic,seasonal,0,TRUE,-1.0912661234216032,1.1103292866627783,-0.4052533408223394,-0.14290356209656185,0.16916006639893164,-0.5129133665765667,-1.3265560981077187,-1.3601183613655425,1.3379021193982232,1.2826818634514587,-0.4535078574132762,NA
KC01,2013,0.725,0.85,17.383333333333333,12.333333333333334,31,5,55,40,FALSE,1,0.2857142857142857,Kanoff Creek,FALSE,26.13,42.65,0,lentic,seasonal,1,TRUE,-0.8760377302094485,-0.21410145882447346,0.7487298407895169,-0.6455502298854751,-0.8129911935583201,-0.6543534212012091,-0.39784389155814265,-0.5262836154601565,0.49830062719592555,0.04118373037080934,0.6576009988348044,NA
KC02,2013,0.54,0.65,17.1,14,1,0,30,70,FALSE,1,0.25,Kanoff Creek,FALSE,26.13,42.65,20,both,seasonal,1,TRUE,-0.8760377302094485,-0.611430682470649,-0.21292281055369666,0.48540477263957943,-0.2166850714414172,-0.6543534212012091,-0.7958634086508181,-0.8532776334622686,0.37630724798704546,0.661932796911134,0.6576009988348044,NA
KC03,2013,0.2,0.25,17.6,18,0,0,40,60,FALSE,0,0.6666666666666666,Kanoff Creek,FALSE,26.13,42.65,0,lentic,seasonal,0,TRUE,-0.8760377302094485,-0.611430682470649,0.17173824998358875,0.10841977179789461,-0.8129911935583201,-0.6543534212012091,-1.5273587373616813,-1.5072656694664932,0.5915896818850706,2.151730556607914,0.6576009988348044,NA
LS05,2013,1.24,1.35,17.86,12.25,10,0.3333333333333333,46.333333333333336,53.333333333333336,FALSE,1,0,Laguna Salada,FALSE,26.13,42.65,44.44444444444444,lentic,perennial,1,TRUE,-0.8760377302094485,-0.5849420675609039,0.41535692165720295,-0.14290356209656185,0.5121335222570196,-0.6543534212012091,0.7101563857538999,0.2912014295451244,0.7035365475120428,0.010146277043792874,0.6576009988348044,4
LS06,2013,0.9724999999999999,1.25,16.85,13.25,9,0,12.5,87.5,FALSE,0.8333333333333334,0,Laguna Salada,FALSE,26.13,42.65,6.666666666666666,lentic,seasonal,1,TRUE,-0.8760377302094485,-0.611430682470649,-0.8860796664939461,1.145128524112528,-0.6142224861860192,-0.6543534212012091,0.13464167860638251,0.12770442054406814,0.2686660310380329,0.38259571696798783,0.6576009988348044,9
LS07,2013,1.3800000000000001,1.52,16.642857142857142,14.2,58,1.6666666666666667,53.333333333333336,45,FALSE,1,0,Laguna Salada,FALSE,26.13,42.65,0,lentic,seasonal,1,TRUE,-0.8760377302094485,-0.4789876079219238,0.6846196640333028,-0.4570577294646327,-0.8129911935583201,-0.6543534212012091,1.0113603446348438,0.5691463448469197,0.17947759413742165,0.7364226848959728,0.6576009988348044,6
LS08,2013,1.0425,1.35,17.233333333333334,13.5,35,1,39,60,FALSE,0.8333333333333334,0,Laguna Salada,TRUE,26.13,42.65,0,lentic,perennial,1,TRUE,-0.8760377302094485,-0.5319648377414139,0.1332721439298602,0.10841977179789461,-0.8129911935583201,-0.6543534212012091,0.2852436580468545,0.2912014295451244,0.43371589702651864,0.4757080769490366,0.6576009988348044,10
LS09,2013,0.845,0.85,18.25,15,0,6.666666666666667,5,86.66666666666667,FALSE,1,0.3333333333333333,Laguna Salada,FALSE,26.13,42.65,100,lotic,perennial,1,TRUE,-0.8760377302094485,-0.08165838427574827,-1.1745754618969102,1.113713107375721,2.1685394170261945,-0.6543534212012091,-0.13966906966019102,-0.5262836154601565,0.8714568459525026,1.034382236835329,0.6576009988348044,0
MC01,2013,0.8183333333333334,1.12,15.700000000000001,12.25,35,15,56.666666666666664,28.333333333333332,FALSE,0.6666666666666666,0,Milagra Creek,FALSE,26.13,42.65,0,lentic,seasonal,1,TRUE,-0.8760377302094485,0.5805569884678775,0.812840017545731,-1.085366064200774,-0.8129911935583201,-0.6543534212012091,-0.19704125230418015,-0.08484169115730467,-0.22648356692742505,0.010146277043792874,0.6576009988348044,68
TV02,2013,1.5,1.5,15.75,11.75,0,15,5,80,FALSE,1,0,Tennessee Valley,FALSE,26.13,42.65,2,lentic,perennial,1,TRUE,-0.8760377302094485,0.5805569884678775,-1.1745754618969102,0.8623897734812643,-0.7533605813466298,-0.6543534212012091,1.2695351665327952,0.5364469430467085,-0.204955323537623,-0.17607844291830463,0.6576009988348044,NA
LS05,2014,1.1433333333333333,1.3,21.6,17.5,2,0,76.25,23.75,FALSE,0.25,0,Laguna Salada,FALSE,22.93,50.91,50,lentic,perennial,0,TRUE,-0.6608093369972938,-0.611430682470649,1.5661345944312484,-1.2581508562532129,0.6777741117339371,-0.8951024503495361,0.5021822236694389,0.20945292504459626,2.3138491530692717,1.9655058366458165,1.3339281287249403,1
LS06,2014,0.23,0.38,15.3,23,0,1.25,10,90,FALSE,0.75,0,Laguna Salada,FALSE,22.93,50.91,7,lentic,seasonal,0,TRUE,-0.6608093369972938,-0.5120983765591051,-0.9822449316282674,1.239374774322949,-0.6042840508174041,-0.8951024503495361,-1.4628150318871933,-1.2947195577651203,-0.3987095140458453,4.013977756228889,1.3339281287249403,21
LS07,2014,0.3833333333333333,0.99,15.2,22,8,2.5,20,80,FALSE,0.5,0,Laguna Salada,FALSE,22.93,50.91,0,lentic,seasonal,1,TRUE,-0.6608093369972938,-0.4127660706475612,-0.5975838710909821,0.8623897734812643,-0.8129911935583201,-0.8951024503495361,-1.132924981684255,-0.29738780285867783,-0.4417660008254509,3.641528316304694,1.3339281287249403,17
LS09,2014,0.5775,0.66,20.8,14,0,2.5,10,90,FALSE,0.75,0,Laguna Salada,FALSE,22.93,50.91,100,lotic,perennial,1,TRUE,-0.6608093369972938,-0.4127660706475612,-0.9822449316282674,1.239374774322949,2.1685394170261945,-0.8951024503495361,-0.7151837768077082,-0.836927932562163,1.969397258832431,0.661932796911134,1.3339281287249403,1
MC01,2014,0.1625,0.5,19.7,25.5,39,27.5,46.666666666666664,65,FALSE,0.3333333333333333,0.25,Milagra Creek,FALSE,22.93,50.91,0,lentic,seasonal,0,TRUE,-0.6608093369972938,1.5738800475833163,0.4281789570084456,0.296912272218737,-0.8129911935583201,-0.8951024503495361,-1.608038369204791,-1.0985231469638528,1.495775904256775,4.945101356039377,1.3339281287249403,51
RC07,2014,0.726,1.28,15.7,11.75,49,5,47.5,51.666666666666664,FALSE,0.7142857142857143,0,Redwood Creek,FALSE,22.93,50.91,3.5,lentic,perennial,1,TRUE,-0.6608093369972938,-0.21410145882447346,0.4602340453865528,-0.2057343955701762,-0.7086376221878621,-0.8951024503495361,-0.39569243470899307,0.176753523244385,-0.2264835669274258,-0.17607844291830463,1.3339281287249403,NA
RC10,2014,0.5,0.5,15.6,11.98,0,0,32.857142857142854,78.57142857142857,FALSE,0.7142857142857143,0,Redwood Creek,FALSE,22.93,50.91,5,lentic,seasonal,1,TRUE,-0.6608093369972938,-0.611430682470649,-0.10301965040018665,0.8085347733610235,-0.6639146630290944,-0.8951024503495361,-0.881921682616802,-1.0985231469638528,-0.26954005370703066,-0.09041507173573961,1.3339281287249403,0
RC11,2014,0.75,1,15.666666666666666,12.02,0,4.285714285714286,23.571428571428573,82.14285714285714,FALSE,0.2857142857142857,0,Redwood Creek,FALSE,22.93,50.91,17.5,lentic,seasonal,0,TRUE,-0.6608093369972938,-0.27086277648821283,-0.46020492089909437,0.9431722736616251,-0.29122333670603007,-0.8951024503495361,-0.3440574703294027,-0.2810381019585722,-0.2408357291872941,-0.07551709413877213,1.3339281287249403,NA
RC13,2014,0.825,1,16.55,12.125,1,13.333333333333334,38.333333333333336,60,FALSE,0.6,0.16666666666666666,Redwood Creek,FALSE,22.93,50.91,4.545454545454546,lentic,perennial,0,TRUE,-0.6608093369972938,0.44811391391915245,0.10762807322737461,0.10841977179789461,-0.6774670748953876,-0.8951024503495361,-0.182698206643183,-0.2810381019585722,0.1394965706992175,-0.0364099029467315,1.3339281287249403,NA
WG01,2014,0.275,0.3,18,18,0,0,32.5,67.5,FALSE,1,0,Wilkins Gulch,TRUE,22.93,50.91,32.35294117647059,lentic,seasonal,1,TRUE,-0.6608093369972938,-0.611430682470649,-0.1167575454193753,0.3911585224291582,0.1516216510425522,-0.8951024503495361,-1.3659994736754613,-1.425517164965965,0.7638156290034901,2.151730556607914,1.3339281287249403,NA
